design,design_name,config,flow_status,total_runtime,routed_runtime,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY,DIE_AREA,CORE_AREA,Congestion
carryskip,carryskip,matrix_config_65,flow completed,0h0m46s0ms,0h0m32s0ms,0.0021596388,35654.11030770516,-1,46.5565,478.77,51,0,0,0,0,0,0,0,0,0,0,0,694,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239645.0,0.0,8.47,13.56,3.33,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,63,13,0,30,77,183,908.3712,1.2e-05,1.83e-05,3.19e-07,1.45e-05,2.33e-05,3.46e-10,1.6e-05,2.75e-05,4.57e-10,1.19,10.0,1,45.0,7.475,7.59,0.3,1,10,0.65,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.13
carryskip,carryskip,matrix_config_66,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025569929,30113.49777310684,-1,38.4009,490.31,51,0,0,0,0,0,0,0,0,0,0,0,802,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213247.0,0.0,11.74,10.82,2.32,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,78,14,0,21,77,190,1111.0656,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.54e-10,1.64e-05,2.8e-05,4.68e-10,1.19,10.0,1,35.0,8.16,8.51,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.3
carryskip,carryskip,matrix_config_67,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025084073,30696.769220851813,-1,38.9269,486.75,51,0,0,0,0,0,0,0,0,0,0,0,808,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214225.0,0.0,10.44,12.42,2.4,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,37,77,199,1096.0512,1.22e-05,1.88e-05,3.19e-07,1.48e-05,2.39e-05,3.32e-10,1.64e-05,2.82e-05,4.46e-10,1.2000000000000002,10.0,1,36.0,8.16,8.395,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.45
carryskip,carryskip,matrix_config_68,flow completed,0h0m47s0ms,0h0m32s0ms,0.002461779425,31278.18813417859,-1,39.4676,479.47,51,0,0,0,0,0,0,0,0,0,0,0,795,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216302.0,0.0,12.22,11.66,2.35,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,32,77,194,1081.0368,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.39e-10,1.64e-05,2.8e-05,4.53e-10,1.2000000000000002,10.0,1,37.0,8.16,8.28,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.73
carryskip,carryskip,matrix_config_69,flow completed,0h0m46s0ms,0h0m31s0ms,0.002417562,31850.26898999902,-1,40.0235,488.09,51,0,0,0,0,0,0,0,0,0,0,0,769,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216654.0,0.0,11.01,15.08,0.38,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,75,14,0,30,77,196,1066.0223999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.64e-10,1.64e-05,2.78e-05,4.79e-10,1.19,10.0,1,38.0,8.16,8.165,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.99
carryskip,carryskip,matrix_config_70,flow completed,0h0m46s0ms,0h0m32s0ms,0.002375701625,32411.477598749378,-1,44.1558,486.42,51,0,0,0,0,0,0,0,0,0,0,0,753,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221899.0,0.0,10.44,13.37,1.17,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,65,13,0,30,77,185,963.424,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.34e-05,3.49e-10,1.63e-05,2.76e-05,4.63e-10,1.19,10.0,1,39.0,7.475,8.05,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.3
carryskip,carryskip,matrix_config_71,flow completed,0h0m47s0ms,0h0m33s0ms,0.002335661025,32967.1125971715,-1,44.1558,478.63,51,0,0,0,0,0,0,0,0,0,0,0,754,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221899.0,0.0,10.56,13.37,1.19,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,65,13,0,30,77,185,963.424,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.35e-05,3.49e-10,1.64e-05,2.77e-05,4.63e-10,1.19,10.0,1,40.0,7.475,8.05,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.37
carryskip,carryskip,matrix_config_72,flow completed,0h0m47s0ms,0h0m32s0ms,0.0022974033,33516.100547082875,-1,44.7958,485.77,51,0,0,0,0,0,0,0,0,0,0,0,759,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221006.0,0.0,11.14,13.71,1.2,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,37,77,189,949.6607999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.39e-10,1.64e-05,2.78e-05,4.53e-10,1.1800000000000002,10.0,1,41.0,7.475,7.935,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.65
carryskip,carryskip,matrix_config_73,flow completed,0h0m46s0ms,0h0m32s0ms,0.0022608929,34057.34079663835,-1,45.4545,480.04,51,0,0,0,0,0,0,0,0,0,0,0,791,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228226.0,0.0,9.66,14.29,0.82,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,33,77,185,935.8975999999998,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.37e-05,3.38e-10,1.64e-05,2.8e-05,4.52e-10,1.21,10.0,1,42.0,7.475,7.815,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.26
carryskip,carryskip,matrix_config_74,flow completed,0h0m46s0ms,0h0m32s0ms,0.0022256208,34597.088596583926,-1,46.133,479.11,51,0,0,0,0,0,0,0,0,0,0,0,777,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217597.0,0.0,9.66,15.03,2.02,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,64,13,0,34,77,188,922.1344,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.37e-05,3.51e-10,1.64e-05,2.79e-05,4.65e-10,1.19,10.0,1,43.0,7.475,7.705,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.75
carryskip,carryskip,matrix_config_75,flow completed,0h0m46s0ms,0h0m32s0ms,0.002192036025,35127.159919737176,-1,46.832,479.91,51,0,0,0,0,0,0,0,0,0,0,0,688,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231061.0,0.0,9.77,13.2,2.86,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,25,77,177,908.3712,1.22e-05,1.83e-05,3.19e-07,1.48e-05,2.33e-05,3.45e-10,1.63e-05,2.75e-05,4.59e-10,1.17,10.0,1,44.0,7.475,7.59,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.4
carryskip,carryskip,matrix_config_76,flow completed,0h0m46s0ms,0h0m31s0ms,0.0021596388,35654.11030770516,-1,46.832,486.16,51,0,0,0,0,0,0,0,0,0,0,0,686,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231061.0,0.0,9.88,13.2,2.92,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,25,77,177,908.3712,1.22e-05,1.83e-05,3.19e-07,1.48e-05,2.33e-05,3.45e-10,1.63e-05,2.75e-05,4.59e-10,1.17,10.0,1,45.0,7.475,7.59,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.47
carryskip,carryskip,matrix_config_77,flow completed,0h0m46s0ms,0h0m32s0ms,0.0025569929,30113.49777310684,-1,38.4009,478.94,51,0,0,0,0,0,0,0,0,0,0,0,802,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213247.0,0.0,11.74,10.82,2.32,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,78,14,0,21,77,190,1111.0656,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.54e-10,1.64e-05,2.8e-05,4.68e-10,1.19,10.0,1,35.0,8.16,8.51,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.3
carryskip,carryskip,matrix_config_78,flow completed,0h0m47s0ms,0h0m33s0ms,0.0025084073,30696.769220851813,-1,38.9269,486.19,51,0,0,0,0,0,0,0,0,0,0,0,808,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214225.0,0.0,10.44,12.42,2.4,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,37,77,199,1096.0512,1.22e-05,1.88e-05,3.19e-07,1.48e-05,2.39e-05,3.32e-10,1.64e-05,2.82e-05,4.46e-10,1.2000000000000002,10.0,1,36.0,8.16,8.395,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.45
carryskip,carryskip,matrix_config_79,flow completed,0h0m47s0ms,0h0m33s0ms,0.002461779425,31278.18813417859,-1,39.4676,480.4,51,0,0,0,0,0,0,0,0,0,0,0,795,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216302.0,0.0,12.22,11.66,2.35,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,32,77,194,1081.0368,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.39e-10,1.64e-05,2.8e-05,4.53e-10,1.2000000000000002,10.0,1,37.0,8.16,8.28,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.73
carryskip,carryskip,matrix_config_80,flow completed,0h0m45s0ms,0h0m32s0ms,0.002417562,31850.26898999902,-1,40.0235,479.07,51,0,0,0,0,0,0,0,0,0,0,0,769,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216654.0,0.0,11.01,15.08,0.38,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,75,14,0,30,77,196,1066.0223999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.64e-10,1.64e-05,2.78e-05,4.79e-10,1.19,10.0,1,38.0,8.16,8.165,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.99
carryskip,carryskip,matrix_config_81,flow completed,0h0m45s0ms,0h0m31s0ms,0.002375701625,32411.477598749378,-1,44.1558,485.96,51,0,0,0,0,0,0,0,0,0,0,0,753,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221899.0,0.0,10.44,13.37,1.17,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,65,13,0,30,77,185,963.424,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.34e-05,3.49e-10,1.63e-05,2.76e-05,4.63e-10,1.19,10.0,1,39.0,7.475,8.05,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.3
carryskip,carryskip,matrix_config_82,flow completed,0h0m44s0ms,0h0m31s0ms,0.002335661025,32967.1125971715,-1,44.1558,505.94,51,0,0,0,0,0,0,0,0,0,0,0,754,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221899.0,0.0,10.56,13.37,1.19,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,65,13,0,30,77,185,963.424,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.35e-05,3.49e-10,1.64e-05,2.77e-05,4.63e-10,1.19,10.0,1,40.0,7.475,8.05,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.37
carryskip,carryskip,matrix_config_83,flow completed,0h0m44s0ms,0h0m31s0ms,0.0022974033,33516.100547082875,-1,44.7958,489.66,51,0,0,0,0,0,0,0,0,0,0,0,759,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221006.0,0.0,11.14,13.71,1.2,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,37,77,189,949.6607999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.39e-10,1.64e-05,2.78e-05,4.53e-10,1.1800000000000002,10.0,1,41.0,7.475,7.935,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.65
carryskip,carryskip,matrix_config_84,flow completed,0h0m44s0ms,0h0m30s0ms,0.0022608929,34057.34079663835,-1,45.4545,500.82,51,0,0,0,0,0,0,0,0,0,0,0,791,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228226.0,0.0,9.66,14.29,0.82,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,33,77,185,935.8975999999998,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.37e-05,3.38e-10,1.64e-05,2.8e-05,4.52e-10,1.21,10.0,1,42.0,7.475,7.815,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.26
carryskip,carryskip,matrix_config_85,flow completed,0h0m43s0ms,0h0m30s0ms,0.0022256208,34597.088596583926,-1,46.133,488.98,51,0,0,0,0,0,0,0,0,0,0,0,777,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217597.0,0.0,9.66,15.03,2.02,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,64,13,0,34,77,188,922.1344,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.37e-05,3.51e-10,1.64e-05,2.79e-05,4.65e-10,1.19,10.0,1,43.0,7.475,7.705,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.75
carryskip,carryskip,matrix_config_86,flow completed,0h0m43s0ms,0h0m30s0ms,0.002192036025,35127.159919737176,-1,46.832,490.93,51,0,0,0,0,0,0,0,0,0,0,0,688,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231061.0,0.0,9.77,13.2,2.86,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,25,77,177,908.3712,1.22e-05,1.83e-05,3.19e-07,1.48e-05,2.33e-05,3.45e-10,1.63e-05,2.75e-05,4.59e-10,1.17,10.0,1,44.0,7.475,7.59,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.4
carryskip,carryskip,matrix_config_87,flow completed,0h0m43s0ms,0h0m30s0ms,0.0021596388,35654.11030770516,-1,46.832,499.06,51,0,0,0,0,0,0,0,0,0,0,0,686,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231061.0,0.0,9.88,13.2,2.92,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,25,77,177,908.3712,1.22e-05,1.83e-05,3.19e-07,1.48e-05,2.33e-05,3.45e-10,1.63e-05,2.75e-05,4.59e-10,1.17,10.0,1,45.0,7.475,7.59,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,800.0,575.0,8.47
carryskip,carryskip,matrix_config_88,flow completed,0h0m44s0ms,0h0m31s0ms,0.0025569929,30113.49777310684,-1,38.4009,499.49,51,0,0,0,0,0,0,0,0,0,0,0,802,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213247.0,0.0,11.74,10.82,2.32,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,78,14,0,21,77,190,1111.0656,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.54e-10,1.64e-05,2.8e-05,4.68e-10,1.19,10.0,1,35.0,8.16,8.51,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.3
carryskip,carryskip,matrix_config_89,flow completed,0h0m44s0ms,0h0m31s0ms,0.0025084073,30696.769220851813,-1,38.9269,497.65,51,0,0,0,0,0,0,0,0,0,0,0,808,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214225.0,0.0,10.44,12.42,2.4,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,37,77,199,1096.0512,1.22e-05,1.88e-05,3.19e-07,1.48e-05,2.39e-05,3.32e-10,1.64e-05,2.82e-05,4.46e-10,1.2000000000000002,10.0,1,36.0,8.16,8.395,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.45
carryskip,carryskip,matrix_config_90,flow completed,0h0m45s0ms,0h0m31s0ms,0.002461779425,31278.18813417859,-1,39.4676,498.97,51,0,0,0,0,0,0,0,0,0,0,0,795,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216302.0,0.0,12.22,11.66,2.35,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,71,14,0,32,77,194,1081.0368,1.22e-05,1.87e-05,3.19e-07,1.48e-05,2.38e-05,3.39e-10,1.64e-05,2.8e-05,4.53e-10,1.2000000000000002,10.0,1,37.0,8.16,8.28,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.73
carryskip,carryskip,matrix_config_91,flow completed,0h0m44s0ms,0h0m31s0ms,0.002417562,31850.26898999902,-1,40.0235,488.36,51,0,0,0,0,0,0,0,0,0,0,0,769,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216654.0,0.0,11.01,15.08,0.38,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,75,14,0,30,77,196,1066.0223999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.35e-05,3.64e-10,1.64e-05,2.78e-05,4.79e-10,1.19,10.0,1,38.0,8.16,8.165,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.99
carryskip,carryskip,matrix_config_92,flow completed,0h0m43s0ms,0h0m30s0ms,0.002375701625,32411.477598749378,-1,44.1558,489.45,51,0,0,0,0,0,0,0,0,0,0,0,753,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221899.0,0.0,10.44,13.37,1.17,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,65,13,0,30,77,185,963.424,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.34e-05,3.49e-10,1.63e-05,2.76e-05,4.63e-10,1.19,10.0,1,39.0,7.475,8.05,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.3
carryskip,carryskip,matrix_config_93,flow completed,0h0m44s0ms,0h0m31s0ms,0.002335661025,32967.1125971715,-1,44.1558,504.82,51,0,0,0,0,0,0,0,0,0,0,0,754,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221899.0,0.0,10.56,13.37,1.19,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,65,13,0,30,77,185,963.424,1.22e-05,1.84e-05,3.19e-07,1.48e-05,2.35e-05,3.49e-10,1.64e-05,2.77e-05,4.63e-10,1.19,10.0,1,40.0,7.475,8.05,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.37
carryskip,carryskip,matrix_config_94,flow completed,0h0m43s0ms,0h0m30s0ms,0.0022974033,33516.100547082875,-1,44.7958,490.03,51,0,0,0,0,0,0,0,0,0,0,0,759,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221006.0,0.0,11.14,13.71,1.2,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,37,77,189,949.6607999999998,1.22e-05,1.85e-05,3.19e-07,1.48e-05,2.36e-05,3.39e-10,1.64e-05,2.78e-05,4.53e-10,1.1800000000000002,10.0,1,41.0,7.475,7.935,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.65
carryskip,carryskip,matrix_config_95,flow completed,0h0m44s0ms,0h0m31s0ms,0.0022608929,34057.34079663835,-1,45.4545,494.18,51,0,0,0,0,0,0,0,0,0,0,0,791,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228226.0,0.0,9.66,14.29,0.82,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,33,77,185,935.8975999999998,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.37e-05,3.38e-10,1.64e-05,2.8e-05,4.52e-10,1.21,10.0,1,42.0,7.475,7.815,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.26
carryskip,carryskip,matrix_config_96,flow completed,0h0m43s0ms,0h0m30s0ms,0.0022256208,34597.088596583926,-1,46.133,490.11,51,0,0,0,0,0,0,0,0,0,0,0,777,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217597.0,0.0,9.66,15.03,2.02,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,64,13,0,34,77,188,922.1344,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.37e-05,3.51e-10,1.64e-05,2.79e-05,4.65e-10,1.19,10.0,1,43.0,7.475,7.705,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.75
carryskip,carryskip,matrix_config_97,flow completed,0h0m44s0ms,0h0m31s0ms,0.002192036025,35127.159919737176,-1,46.832,490.82,51,0,0,0,0,0,0,0,0,0,0,0,688,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231061.0,0.0,9.77,13.2,2.86,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,25,77,177,908.3712,1.22e-05,1.83e-05,3.19e-07,1.48e-05,2.33e-05,3.45e-10,1.63e-05,2.75e-05,4.59e-10,1.17,10.0,1,44.0,7.475,7.59,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.4
carryskip,carryskip,matrix_config_98,flow completed,0h0m44s0ms,0h0m30s0ms,0.0021596388,35654.11030770516,-1,46.832,481.97,51,0,0,0,0,0,0,0,0,0,0,0,686,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231061.0,0.0,9.88,13.2,2.92,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,62,13,0,25,77,177,908.3712,1.22e-05,1.83e-05,3.19e-07,1.48e-05,2.33e-05,3.45e-10,1.63e-05,2.75e-05,4.59e-10,1.17,10.0,1,45.0,7.475,7.59,0.3,1,10,0.7,0,sky130_fd_sc_hd,AREA 0,900.0,575.0,8.47
carryskip,carryskip,matrix_config_99,flow completed,0h0m44s0ms,0h0m31s0ms,0.0025569929,30113.49777310684,-1,38.4009,505.6,51,0,0,0,0,0,0,0,0,0,0,0,787,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197364.0,0.0,11.74,12.5,1.53,0.0,0.0,98,138,41,81,0,0,0,66,4,0,6,3,2,8,8,2,17,9,6,74,14,0,38,77,203,1111.0656,1.22e-05,1.86e-05,3.19e-07,1.48e-05,2.37e-05,3.44e-10,1.64e-05,2.79e-05,4.59e-10,1.2000000000000002,10.0,1,35.0,8.16,8.51,0.3,1,10,0.75,0,sky130_fd_sc_hd,AREA 0,700.0,575.0,8.71
